id	definition	parents
MESH:D036982	A bony outgrowth on the lower surface of the CALCANEUS. Though often presenting along with plantar fasciitis (FASCIITIS, PLANTAR), they are not considered causally related.	
MESH:D037061	Pain in the region of the METATARSUS. It can include pain in the METATARSAL BONES; METATARSOPHALANGEAL JOINT; and/or intermetatarsal joints (TARSAL JOINTS).	
MESH:D037081	A condition characterized by a broad range of progressive disorders ranging from TENOSYNOVITIS to tendon rupture with or without hindfoot collapse to a fixed, rigid, FLATFOOT deformity. Pathologic changes can involve associated tendons, ligaments, joint structures of the ANKLE, hindfoot, and midfoot. Posterior tibial tendon dysfunction is the most common cause of acquired flatfoot deformity in adults.	
MESH:D037801	A condition characterized by a series of interrelated digital symptoms and joint changes of the lesser digits and METATARSOPHALANGEAL JOINTS of the FOOT. The syndrome can include some or all of the following conditions: hammer toe, claw toe, mallet toe, overlapping fifth toe, curly toe, EXOSTOSIS; HYPEROSTOSIS; interdigital heloma, or contracted toe.	
MESH:D038061	Congenital structural abnormalities of the LOWER EXTREMITY.	
MESH:D038062	Congenital structural abnormalities of the UPPER EXTREMITY.	
MESH:D038223	The organic and psychogenic disturbances observed after closed head injuries (HEAD INJURIES, CLOSED). Post-concussion syndrome includes subjective physical complaints (i.e. headache, dizziness), cognitive, emotional, and behavioral changes. These disturbances can be chronic, permanent, or late emerging.	
MESH:D038261	Rare leukoencephalopathy with infantile-onset accumulation of Rosenthal fibers in the subpial, periventricular, and subependymal zones of the brain. Rosenthal fibers are GLIAL FIBRILLARY ACIDIC PROTEIN aggregates found in ASTROCYTES. Juvenile- and adult-onset types show progressive atrophy of the lower brainstem instead. De novo mutations in the GFAP gene are associated with the disease with propensity for paternal inheritance.	
MESH:D038642	Brain injuries resulted from vigorous shaking of an infant or young child held by the chest, shoulders, or extremities causing extreme cranial acceleration. It is characterized by the intracranial and intraocular hemorrhages with no evident external trauma. Serious cases may result in death.	
MESH:D038901	A class of genetic disorders resulting in INTELLECTUAL DISABILITY that is associated either with mutations of GENES located on the X CHROMOSOME or aberrations in the structure of the X chromosome (SEX CHROMOSOME ABERRATIONS).	
MESH:D038921	A rare, X-linked INTELLECTUAL DISABILITY syndrome that results from mutations in the RIBOSOMAL PROTEIN S6 KINASE gene. Typical manifestations of the disease include an intelligence quotient of less than 50, facial anomalies, and other malformations.	
MESH:D039141	An autosomal dominant hereditary disease that presents in late in life and is characterized by DYSPHAGIA and progressive ptosis of the eyelids. Mutations in the gene for POLY(A)-BINDING PROTEIN II have been associated with oculopharyngeal muscular dystrophy.	
MESH:D039682	Defective metabolism leading to fat maldistribution in patients infected with HIV. The etiology appears to be multifactorial and probably involves some combination of infection-induced alterations in metabolism, direct effects of antiretroviral therapy, and patient-related factors.	
MESH:D039941	Infections with BACTERIA of the order Bifidobacteriales. This includes infections in the genera BIFIDOBACTERIUM and GARDNERELLA, in the family Bifidobacteriaceae.	
MESH:D040181	Genetic diseases that are linked to gene mutations on the X CHROMOSOME in humans (X CHROMOSOME, HUMAN) or the X CHROMOSOME in other species. Included here are animal models of human X-linked diseases.	
MESH:D040701	A class of traumatic stress disorders that is characterized by the significant dissociative states seen immediately after overwhelming trauma. By definition it cannot last longer than 1 month, if it persists, a diagnosis of post-traumatic stress disorder (STRESS DISORDERS, POST-TRAUMATIC) is more appropriate.	
MESH:D040921	Anxiety disorders manifested by the development of characteristic symptoms following a psychologically traumatic event that is outside the normal range of usual human experience. Symptoms include re-experiencing the traumatic event, increased arousal, and numbing of responsiveness to or reduced involvement with the external world. Traumatic stress disorders can be further classified by the time of onset and the duration of these symptoms.	
MESH:D041441	A vitreoretinal dystrophy characterized by splitting of the neuroretinal layers. It occurs in two forms: degenerative retinoschisis and X chromosome-linked juvenile retinoschisis.	
MESH:D041761	Presence or formation of GALLSTONES in the GALLBLADDER.	
MESH:D041781	Jaundice, the condition with yellowish staining of the skin and mucous membranes, that is due to impaired BILE flow in the BILIARY TRACT, such as INTRAHEPATIC CHOLESTASIS, or EXTRAHEPATIC CHOLESTASIS.	
MESH:D041881	Acute inflammation of the GALLBLADDER wall. It is characterized by the presence of ABDOMINAL PAIN; FEVER; and LEUKOCYTOSIS. Gallstone obstruction of the CYSTIC DUCT is present in approximately 90% of the cases.	
MESH:D041882	A variant of acute cholecystitis with inflammation of the GALLBLADDER that is characterized by the pockets of gas in the gallbladder wall. It is due to secondary infection caused by gas-forming organisms, and has a high risk of perforation.	
MESH:D042101	Inflammation of the GALLBLADDER wall in the absence of GALLSTONES.	
MESH:D042822	An increased tendency of the GENOME to acquire MUTATIONS when various processes involved in maintaining and replicating the genome are dysfunctional.	
MESH:D042882	Solid crystalline precipitates in the BILIARY TRACT, usually formed in the GALLBLADDER, resulting in the condition of CHOLELITHIASIS. Gallstones, derived from the BILE, consist mainly of calcium, cholesterol, or bilirubin.	
MESH:D042883	Presence or formation of GALLSTONES in the COMMON BILE DUCT.	
MESH:D043171	An increased tendency to acquire CHROMOSOME ABERRATIONS when various processes involved in chromosome replication, repair, or segregation are dysfunctional.	
MESH:D043183	A disorder with chronic or recurrent colonic symptoms without a clearcut etiology. This condition is characterized by chronic or recurrent ABDOMINAL PAIN, bloating, MUCUS in FECES, and an erratic disturbance of DEFECATION.	
MESH:D043202	Errors in metabolic processing of STEROIDS resulting from inborn genetic mutations that are inherited or acquired in utero.	
MESH:D043204	A hereditary disease characterized by childhood onset HYPERTENSION, hypokalemic alkalosis, and low RENIN and ALDOSTERONE secretion. It results from a defect in the activity of the 11-BETA-HYDROXYSTEROID DEHYDROGENASE TYPE 2 enzyme which results in inadequate conversion of CORTISOL to CORTISONE. The build up of unprocessed cortisol to levels that stimulate MINERALOCORTICOID RECEPTORS creates the appearance of having excessive MINERALOCORTICOIDS.	
MESH:D043604	A rare PARAGANGLIOMA involving the GLOMUS TYMPANICUM, a collection of chemoreceptor tissue adjacent to the TYMPANIC CAVITY. It can cause TINNITUS and conductive hearing loss (HEARING LOSS, CONDUCTIVE).	
MESH:D043963	A pathological condition characterized by the presence of a number of COLONIC DIVERTICULA in the COLON. Its pathogenesis is multifactorial, including colon aging, motor dysfunction, increases in intraluminal pressure, and lack of dietary fibers.	
MESH:D044148	Congenital or acquired structural abnormalities of the lymphatic system (LYMPHOID TISSUE) including the lymph vessels.	
MESH:D044225	Infections with bacteria of the family PISCIRICKETTSIACEAE, causing septicemic disease of salmonid fish (SALMONIDAE). Piscirickettsia-like bacteria are also associated with disease syndromes in non-salmonid fish.	
MESH:D044342	An imbalanced nutritional status resulting from insufficient intake of nutrients to meet normal physiological requirement.	
MESH:D044343	An imbalanced NUTRITIONAL STATUS resulting from excessive intake of nutrients. Generally, overnutrition generates an energy imbalance between food consumption and energy expenditure leading to disorders such as OBESITY.	
MESH:D044483	The growth of INTESTINAL POLYPS. Growth processes include neoplastic (ADENOMA and CARCINOMA) and non-neoplastic (hyperplastic, mucosal, inflammatory, and other polyps).	
MESH:D044504	A syndrome characterized by inflammation in the ILEUM, the CECUM, and the ASCENDING COLON. It is observed in cancer patients with CHEMOTHERAPY-induced NEUTROPENIA or in other immunocompromised individuals (IMMUNOCOMPROMISED HOST).	
MESH:D044542	An autosomal dominant disorder with an acronym of its seven features (LENTIGO; ELECTROCARDIOGRAM abnormalities; ocular HYPERTELORISM; PULMONARY STENOSIS; abnormal genitalia; retardation of growth; and DEAFNESS or SENSORINEURAL HEARING LOSS). This syndrome is caused by mutations of PTPN11 gene encoding the non-receptor PROTEIN TYROSINE PHOSPHATASE, type 11, and is an allelic to NOONAN SYNDROME. Features of LEOPARD syndrome overlap with those of NEUROFIBROMATOSIS 1 which is caused by mutations in the NEUROFIBROMATOSIS 1 GENES.	
MESH:D044584	Malignant neoplasms involving the ductal systems of any of a number of organs, such as the MAMMARY GLANDS, the PANCREAS, the PROSTATE, or the LACRIMAL GLAND.	
MESH:D044882	Pathological conditions in which the BLOOD GLUCOSE cannot be maintained within the normal range, such as in HYPOGLYCEMIA and HYPERGLYCEMIA. Etiology of these disorders varies. Plasma glucose concentration is critical to survival for it is the predominant fuel for the CENTRAL NERVOUS SYSTEM.	
MESH:D044903	A familial, nontransient HYPOGLYCEMIA with defects in negative feedback of GLUCOSE-regulated INSULIN release. Clinical phenotypes include HYPOGLYCEMIA; HYPERINSULINEMIA; SEIZURES; COMA; and often large BIRTH WEIGHT. Several sub-types exist with the most common, type 1, associated with mutations on an ATP-BINDING CASSETTE TRANSPORTERS (subfamily C, member 8).	
MESH:D044904	Diseases caused by the loss of one or more enzymes involved in the hydrolysis of mannoside linkages (MANNOSIDASES). The defects in enzyme activity are primarily associated with genetic mutation of the genes that codes for a particular mannosidase isoenzyme.	
MESH:D044905	An inborn error of metabolism marked by a defect in the lysosomal isoform of BETA-MANNOSIDASE that results in lysosomal accumulation of mannose-rich intermediate metabolites containing 1,4-beta linkages. The human disease occurs through autosomal recessive inheritance and manifests in the form of a variety of symptoms that depend upon the type of gene mutation.	
MESH:D045169	A viral disorder characterized by high FEVER, dry COUGH, shortness of breath (DYSPNEA) or breathing difficulties, and atypical PNEUMONIA. A virus in the genus CORONAVIRUS is the suspected agent.	
MESH:D045262	An increase in circulating RETICULOCYTES, which is among the simplest and most reliable signs of accelerated ERYTHROCYTE production. Reticulocytosis occurs during active BLOOD regeneration (stimulation of red bone marrow) and in certain types of ANEMIA, particularly CONGENITAL HEMOLYTIC ANEMIA.	
MESH:D045463	Infections with viruses of the genus AVULAVIRUS, family PARAMYXOVIRIDAE. This includes NEWCASTLE DISEASE and other infections of domestic fowl.	
MESH:D045464	Infections with viruses of the genus HENIPAVIRUS, family PARAMYXOVIRIDAE.	
MESH:D045602	A condition that is characterized by chronic fatty DIARRHEA, a result of abnormal DIGESTION and/or INTESTINAL ABSORPTION of FATS.	
MESH:D045723	A pathological condition characterized by the presence of a number of ESOPHAGEAL DIVERTICULA in the ESOPHAGUS.	
MESH:D045724	A pathological condition characterized by the presence of a number of GASTRIC DIVERTICULA in the STOMACH.	
MESH:D045729	A chronic, clinically mild, infectious pneumonia of PIGS caused by MYCOPLASMA HYOPNEUMONIAE. Ninety percent of swine herds worldwide are infected with this economically costly disease that primarily affects animals aged two to six months old. The disease can be associated with porcine respiratory disease complex. PASTEURELLA MULTOCIDA is often found as a secondary infection.	
MESH:D045743	A rapid onset form of SYSTEMIC SCLERODERMA with progressive widespread SKIN thickening over the arms, the legs and the trunk, resulting in stiffness and disability.	
MESH:D045745	The least progressive form of SYSTEMIC SCLERODERMA with skin thickening restricted to the face, neck and areas distal to the elbows and/or knees, sparing the trunk. The CREST SYNDROME is a form of limited scleroderma.	
MESH:D045822	A twisting in the intestine (INTESTINES) that can cause INTESTINAL OBSTRUCTION.	
MESH:D045823	A condition caused by the lack of intestinal PERISTALSIS or INTESTINAL MOTILITY without any mechanical obstruction. This interference of the flow of INTESTINAL CONTENTS often leads to INTESTINAL OBSTRUCTION. Ileus may be classified into postoperative, inflammatory, metabolic, neurogenic, and drug-induced.	
MESH:D045824	Infections with bacteria of the family Desulfovibrionaceae.	
MESH:D045825	Infections with bacteria of the family Fusobacteriaceae, in the order Fusobacterales, phylum FUSOBACTERIA.	
MESH:D045826	Infections with bacteria of the family FLAVOBACTERIACEAE.	
MESH:D045827	Infections with bacteria of the family CYTOPHAGACEAE.	
MESH:D045828	Infections with bacteria of the family MORAXELLACEAE.	
MESH:D045888	Nodular tumor-like lesions or mucoid flesh, arising from tendon sheaths, LIGAMENTS, or JOINT CAPSULE, especially of the hands, wrists, or feet. They are not true cysts as they lack epithelial wall. They are distinguished from SYNOVIAL CYSTS by the lack of communication with a joint cavity or the SYNOVIAL MEMBRANE.	
MESH:D045908	A viral disease infecting PRIMATES and RODENTS. Its clinical presentation in humans is similar to SMALLPOX including FEVER; HEADACHE; COUGH; and a painful RASH. It is caused by MONKEYPOX VIRUS and is usually transmitted to humans through BITES or via contact with an animal's BLOOD. Interhuman transmission is relatively low (significantly less than smallpox).	
MESH:D046088	Partial or complete hearing loss in one ear.	
MESH:D046089	Hearing loss due to damage or impairment of both the conductive elements (HEARING LOSS, CONDUCTIVE) and the sensorineural elements (HEARING LOSS, SENSORINEURAL) of the ear.	
MESH:D046110	A condition in PREGNANT PEOPLE with elevated systolic (>140 mm Hg) and diastolic (>90 mm Hg) blood pressure on at least two occasions 6 h apart. HYPERTENSION complicates 8-10% of all pregnancies, generally after 20 weeks of gestation. Gestational hypertension can be divided into several broad categories according to the complexity and associated symptoms, such as EDEMA; PROTEINURIA; SEIZURES; abnormalities in BLOOD COAGULATION and liver functions.	
MESH:D046150	An autosomal recessive disorder characterized by short stature, defective GROWTH HORMONE RECEPTOR, and failure to generate INSULIN-LIKE GROWTH FACTOR I by GROWTH HORMONE. Laron syndrome is not a form of primary pituitary dwarfism (GROWTH HORMONE DEFICIENCY DWARFISM) but the result of mutation of the human GHR gene on chromosome 5.	
MESH:D046151	A condition characterized by the presence of rudimentary THYROID tissue at the base of the TONGUE. It is due to failed embryonic development and migration of thyroid tissue to its normal location. The lingual thyroid usually cannot maintain adequate hormone production thereby resulting in HYPOTHYROIDISM.	
MESH:D046152	All tumors in the GASTROINTESTINAL TRACT arising from mesenchymal cells (MESODERM) except those of smooth muscle cells (LEIOMYOMA) or Schwann cells (SCHWANNOMA).	
MESH:D046248	Narrowing of the pyloric canal due to HYPERTROPHY of the surrounding circular muscle. It is usually seen in infants or young children.	
MESH:D046290	Single or multiple areas of PUS due to bacterial infection within the hepatic parenchyma. It can be caused by a variety of BACTERIA, local or disseminated from infections elsewhere such as in APPENDICITIS; CHOLECYSTITIS; PERITONITIS; and after LIVER TRANSPLANTATION.	
MESH:D046349	An autosomal dominant porphyria that is due to a deficiency of COPROPORPHYRINOGEN OXIDASE in the LIVER, the sixth enzyme in the 8-enzyme biosynthetic pathway of HEME. Clinical features include both neurological symptoms and cutaneous lesions. Patients excrete increased levels of porphyrin precursors, 5-AMINOLEVULINATE and COPROPORPHYRINS.	
MESH:D046350	An autosomal dominant porphyria that is due to a deficiency of protoporphyrinogen oxidase (EC 1.3.3.4) in the LIVER, the seventh enzyme in the 8-enzyme biosynthetic pathway of HEME. Clinical features include both neurological symptoms and cutaneous lesions. Patients excrete increased levels of porphyrin precursors, COPROPORPHYRINS and protoporphyrinogen.	
MESH:D046351	An autosomal dominant porphyria that is due to a deficiency of FERROCHELATASE (heme synthetase) in both the LIVER and the BONE MARROW, the last enzyme in the 8-enzyme biosynthetic pathway of HEME. Clinical features include mainly neurological symptoms, rarely cutaneous lesions, and elevated levels of protoporphyrin and COPROPORPHYRINS in the feces.	
MESH:D046449	A protrusion of abdominal structures through the retaining ABDOMINAL WALL. It involves two parts: an opening in the abdominal wall, and a hernia sac consisting of PERITONEUM and abdominal contents. Abdominal hernias include groin hernia (HERNIA, FEMORAL; HERNIA, INGUINAL) and VENTRAL HERNIA.	
MESH:D046548	Separation of the PUBIC SYMPHYSIS. It is an uncommon complication of CHILDBIRTH causing postpartum PAIN, but it can also arise from other causes.	
MESH:D046589	A familial, cerebral arteriopathy mapped to chromosome 19q12, and characterized by the presence of granular deposits in small CEREBRAL ARTERIES producing ischemic STROKE; PSEUDOBULBAR PALSY; and multiple subcortical infarcts (CEREBRAL INFARCTION). CADASIL is an acronym for Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy. CADASIL differs from BINSWANGER DISEASE by the presence of MIGRAINE WITH AURA and usually by the lack of history of arterial HYPERTENSION. (From Bradley et al, Neurology in Clinical Practice, 2000, p1146)	
MESH:D046608	An involuntary movement accompanying a volitional movement. It often refers to facial movements that accompany FACIAL PARALYSIS.	
MESH:D046628	Organic or functional motility disorder involving the SPHINCTER OF ODDI and associated with biliary COLIC. Pathological changes are most often seen in the COMMON BILE DUCT sphincter, and less commonly the PANCREATIC DUCT sphincter.	
MESH:D046648	Accumulation of blood in the SUBDURAL SPACE over the CEREBRAL HEMISPHERE.	
MESH:D046649	Subdural hematoma of the SPINAL CANAL.	
MESH:D046728	A condition characterized by chronic watery DIARRHEA of unknown origin, a normal COLONOSCOPY but abnormal histopathology on BIOPSY. This syndrome was first described in 1980 by Read and associates. Subtypes include COLLAGENOUS COLITIS and LYMPHOCYTIC COLITIS. Both have similar clinical symptoms and are distinguishable only by histology.	
MESH:D046729	A subtype of MICROSCOPIC COLITIS, characterized by chronic watery DIARRHEA of unknown origin, a normal COLONOSCOPY but abnormal histopathology on BIOPSY. Microscopic examination of biopsy samples taken from the COLON show larger-than-normal band of subepithelial COLLAGEN.	
MESH:D046730	A subtype of MICROSCOPIC COLITIS, characterized by chronic watery DIARRHEA of unknown origin, a normal COLONOSCOPY but abnormal histopathology on BIOPSY. Microscopic examination of biopsy samples taken from the COLON show infiltration of LYMPHOCYTES in the superficial EPITHELIUM and the underlying connective tissue (lamina propria).	
MESH:D046748	A rare epidural hematoma in the spinal epidural space, usually due to a vascular malformation (CENTRAL NERVOUS SYSTEM VASCULAR MALFORMATIONS) or TRAUMA. Spontaneous spinal epidural hematoma is a neurologic emergency due to a rapidly evolving compressive MYELOPATHY.	
MESH:D046768	An inherited autosomal recessive syndrome characterized by the disorganized formation of new islets in the PANCREAS and CONGENITAL HYPERINSULINISM. It is due to focal hyperplasia of pancreatic ISLET CELLS budding off from the ductal structures and forming new islets of Langerhans. Mutations in the islet cells involve the potassium channel gene KCNJ11 or the ATP-binding cassette transporter gene ABCC8, both on CHROMOSOME 11.	
MESH:D046788	A syndrome characterized by retropatellar or peripatellar PAIN resulting from physical and biochemical changes in the patellofemoral joint. The pain is most prominent when ascending or descending stairs, squatting, or sitting with flexed knees. There is a lack of consensus on the etiology and treatment. The syndrome is often confused with (or accompanied by) CHONDROMALACIA PATELLAE, the latter describing a pathological condition of the CARTILAGE and not a syndrome.	
MESH:D046789	A degeneration of the ARTICULAR CARTILAGE of the PATELLA, caused by a decrease in sulfated MUCOPOLYSACCHARIDES in the ground substance. When accompanied by pain, it is sometimes considered part of or confused with PATELLOFEMORAL PAIN SYNDROME.	
MESH:D047268	Pathological enlargement of the LINGUAL THYROID, ectopic thyroid tissue at the base of the TONGUE. It may cause upper AIRWAY OBSTRUCTION; DYSPHAGIA; or HYPOTHYROIDISM symptoms.	
MESH:D047489	Damages to reproductive health prior to conception (FERTILIZATION), a legal term for torts liability concerning environmental safety issues. Preconception injuries may involve either the male or the female, such as chromosomal mutations in the OVA or the SPERMATOZOA.	
MESH:D047508	Extensive and rapid death of parenchymal cells in the LIVER, often due to exposure to toxic materials or drug-induced injury. It is characterized by a soft, flabby, yellow-brown wrinkled, and shrunken liver. It was called acute yellow atrophy.	
MESH:D047688	A fluid-filled closed cavity or sac that is lined by an EPITHELIUM and found in the BREAST. It may appear as a single large cyst in one breast, multifocal, or bilateral in FIBROCYSTIC BREAST DISEASE.	
MESH:D047708	A benign tumor that consists chiefly of fibrous CONNECTIVE TISSUE, with variable numbers of MUSCLE CELLS forming portions of the neoplasm (From Stedman's, 27th ed).	
MESH:D047728	Excessive axial myopia associated with complications (especially posterior staphyloma and CHOROIDAL NEOVASCULARIZATION) that can lead to BLINDNESS.	
MESH:D047748	A disease of the PITUITARY GLAND characterized by the excess amount of ADRENOCORTICOTROPIC HORMONE secreted. This leads to hypersecretion of cortisol (HYDROCORTISONE) by the ADRENAL GLANDS resulting in CUSHING SYNDROME.	
MESH:D047808	Abnormal SEX DIFFERENTIATION or congenital DISORDERS OF SEX DEVELOPMENT caused by abnormal levels of steroid hormones expressed by the GONADS or the ADRENAL GLANDS, such as in CONGENITAL ADRENAL HYPERPLASIA and ADRENAL CORTEX NEOPLASMS. Due to abnormal steroid biosynthesis, clinical features include VIRILISM in females; FEMINIZATION in males; or precocious sexual development in children.	
MESH:D047868	A benign neoplasm of pneumocytes, cells of the PULMONARY ALVEOLI. Originally considered to be vascular in origin, it is now classified as an epithelial tumor with several elements, including solid cellular areas, papillary structure, sclerotic regions, and dilated blood-filled spaces resembling HEMANGIOMA.	
MESH:D047928	CHILDBIRTH before 37 weeks of PREGNANCY (259 days from the first day of the mother's last menstrual period, or 245 days after FERTILIZATION).	
MESH:D048070	Disorders caused by nutritional imbalance, either overnutrition or undernutrition, in the FETUS in utero.	
MESH:D048089	Chronic endemic respiratory disease of dairy calves and an important component of bovine respiratory disease complex. It primarily affects calves up to six months of age and the etiology is multifactorial. Stress plus a primary viral infection is followed by a secondary bacterial infection. The latter is most commonly associated with PASTEURELLA MULTOCIDA producing a purulent BRONCHOPNEUMONIA. Sometimes present are MANNHEIMIA HAEMOLYTICA; HAEMOPHILUS SOMNUS and mycoplasma species.	
MESH:D048090	A multifactorial disease of CATTLE resulting from complex interactions between environmental factors, host factors, and pathogens. The environmental factors act as stressors adversely affecting the IMMUNE SYSTEM and other host defenses and enhancing transmission of infecting agents.	
MESH:D048550	Conditions in which the LIVER functions fall below the normal ranges. Severe hepatic insufficiency may cause LIVER FAILURE or DEATH. Treatment may include LIVER TRANSPLANTATION.	
MESH:D048629	Defective nuclei produced during the TELOPHASE of MITOSIS or MEIOSIS by lagging CHROMOSOMES or chromosome fragments derived from spontaneous or experimentally induced chromosomal structural changes.	
MESH:D048909	Conditions or pathological processes associated with the disease of diabetes mellitus. Due to the impaired control of BLOOD GLUCOSE level in diabetic patients, pathological processes develop in numerous tissues and organs including the EYE, the KIDNEY, the BLOOD VESSELS, and the NERVE TISSUE.	
MESH:D048949	Pain associated with OBSTETRIC LABOR in CHILDBIRTH. It is caused primarily by UTERINE CONTRACTION as well as pressure on the CERVIX; BLADDER; and the GASTROINTESTINAL TRACT. Labor pain mostly occurs in the ABDOMEN; the GROIN; and the BACK.	
MESH:D048968	Symptoms of NAUSEA and VOMITING in PREGNANT PEOPLE that usually occur in the morning during the first 2 to 3 months of PREGNANCY. Severe persistent vomiting during pregnancy is called HYPEREMESIS GRAVIDARUM.	
MESH:D049068	A deformity of the SKULL that is not due to bone fusion (SYNOSTOSIS), such as craniosynostoses, and is characterized by an asymmetric skull and face. It is observed with an increased frequency in INFANTS after the adoption of supine sleeping recommendations to prevent SUDDEN INFANT DEATH SYNDROME.	
MESH:D049188	Damages to the EMBRYO, MAMMALIAN or the FETUS before BIRTH. Damages can be caused by any factors including biological, chemical, or physical.	
MESH:D049248	Traumatic or experimentally induced separation of the head from the body in an animal or human.	
MESH:D049288	A heterogenous group of inherited muscular dystrophy that can be autosomal dominant or autosomal recessive. There are many forms (called LGMDs) involving genes encoding muscle membrane proteins such as the sarcoglycan (SARCOGLYCANS) complex that interacts with DYSTROPHIN. The disease is characterized by progressing wasting and weakness of the proximal muscles of arms and legs around the HIPS and SHOULDERS (the pelvic and shoulder girdles).	
MESH:D049290	A progressive neurodegenerative disorder that begins with muscle weakness, then progresses to startle reaction, retardation and seizures. It is characterized by the accumulation of G(M2) GANGLIOSIDE in neurons that is caused by a lack of G(M2) ACTIVATOR PROTEIN function. The AB variant designation refers to the increase of both HEXOSAMINIDASE A and HEXOSAMINIDASE B in tissues that lack of G(M2) activator protein.	
MESH:D049291	Tumor-like sterile accumulation of serum in a tissue, organ, or cavity. It results from a tissue insult and is the product of tissue inflammation. It most commonly occurs following MASTECTOMY.	
MESH:D049292	Non-specific white matter changes in the BRAIN, often seen after age 65. Changes include loss of AXONS; MYELIN pallor, GLIOSIS, loss of ependymal cells, and enlarged perivascular spaces. Leukoaraiosis is a risk factor for DEMENTIA and CEREBROVASCULAR DISORDERS.	
MESH:D049309	A neoplasm composed of squamous or epidermal cells.	
MESH:D049310	A heterogeneous group of genetic disorders characterized by progressive MUSCULAR ATROPHY and MUSCLE WEAKNESS beginning in the hands, the legs, or the feet. Most are adult-onset autosomal dominant forms. Others are autosomal recessive.	
MESH:D049328	A bluish-gray to gray-brown benign, melanocytic nevus found usually in the LUMBOSACRAL REGION of dark-skinned people, especially those of East Asian ancestry. It is usually congenital or appears shortly after birth, and disappears in childhood.	
MESH:D049912	A pituitary tumor that secretes GROWTH HORMONE. In humans, excess HUMAN GROWTH HORMONE leads to ACROMEGALY.	
MESH:D049913	A pituitary adenoma which secretes ADRENOCORTICOTROPIN, leading to CUSHING DISEASE.	
MESH:D049914	Disorders resulting from defective DNA REPAIR processes or the associated cellular responses to DNA DAMAGE.	
MESH:D049932	A chromosome instability syndrome resulting from a defective response to DNA double-strand breaks. In addition to characteristic FACIES and MICROCEPHALY, patients have a range of findings including RADIOSENSITIVITY, immunodeficiency, increased cancer risk, and growth retardation. Causative mutations occur in the NBS1 gene, located on human chromosome 8q21. NBS1 codes for nibrin, the key regulator protein of the R/M/N (RAD50/MRE11/NBS1) protein complex which senses and mediates cellular response to DNA DAMAGE caused by IONIZING RADIATION.	
MESH:D049950	A condition of abnormally elevated output of PARATHYROID HORMONE due to parathyroid HYPERPLASIA or PARATHYROID NEOPLASMS. It is characterized by the combination of HYPERCALCEMIA, phosphaturia, elevated renal 1,25-DIHYDROXYVITAMIN D3 synthesis, and increased BONE RESORPTION.	
MESH:D049970	An autoimmune disorder of the EYE, occurring in patients with Graves disease. Subtypes include congestive (inflammation of the orbital connective tissue), myopathic (swelling and dysfunction of the extraocular muscles), and mixed congestive-myopathic ophthalmopathy.	
MESH:D050010	An inherited autosomal dominant trait characterized by abnormally elevated levels of total serum THYROXINE; (T4) in euthyroid patients with abnormal SERUM ALBUMIN that binds T4 with enhanced affinity. The serum levels of free T4, free T3, and TSH are normal. It is one of several T4 abnormalities produced by non-thyroid disorder. This condition is due to mutations of the ALB gene on CHROMOSOME 4.	
MESH:D050030	A form of inherited long QT syndrome (or LQT7) that is characterized by a triad of potassium-sensitive periodic paralysis, VENTRICULAR ECTOPIC BEATS, and abnormal features such as short stature, low-set ears, and SCOLIOSIS. It results from mutations of KCNJ2 gene which encodes a channel protein (INWARD RECTIFIER POTASSIUM CHANNELS) that regulates resting membrane potential.	
MESH:D050031	Chronic autoimmune thyroiditis, characterized by the presence of high serum thyroid AUTOANTIBODIES; GOITER; and HYPOTHYROIDISM.	
MESH:D050032	Transient autoimmune thyroiditis occurring in the POSTPARTUM PERIOD. It is characterized by the presence of high titers of AUTOANTIBODIES against THYROID PEROXIDASE and THYROGLOBULIN. Clinical signs include the triphasic thyroid hormone pattern: beginning with THYROTOXICOSIS, followed with HYPOTHYROIDISM, then return to euthyroid state by 1 year postpartum.	
MESH:D050033	Defective development of the THYROID GLAND. This concept includes thyroid agenesis (aplasia), hypoplasia, or an ectopic gland. Clinical signs usually are those of CONGENITAL HYPOTHYROIDISM.	
MESH:D050035	The permanent lack of SEXUAL DEVELOPMENT in an individual. This defect is usually observed at an age after expected PUBERTY.	
MESH:D050072	A congenital reproductive abnormality in white female offspring (heifers) in certain breeds of CATTLE, such as Belgian Blue and Shorthorn. The white color is inherited as a recessive trait which is associated with defects in the female reproductive tract (Muellerian system). These heifers are usually sterile.	
MESH:D050090	Conditions of sexual ambiguity in which the individual possesses gonadal tissues of both sexes, tissues from the OVARY and the TESTIS. There can be a testis on one side and an ovary on the other (lateral), or there may be combined ovarian and testicular tissue (ovotestes) on each side (bilateral). The karyotype may be 46,XX; 46,XY; or a mosaic of 46,XX/46,XY. These disorders have historically been called true hermaphroditism.	
MESH:D050171	Abnormalities in the serum levels of LIPIDS, including overproduction or deficiency. Abnormal serum lipid profiles may include high total CHOLESTEROL, high TRIGLYCERIDES, low HIGH DENSITY LIPOPROTEIN CHOLESTEROL, and elevated LOW DENSITY LIPOPROTEIN CHOLESTEROL.	
MESH:D050174	Genetic diseases that are linked to mutant ALLELES on the Y CHROMOSOME in humans (Y CHROMOSOME, HUMAN) or the Y chromosome in other species. Included here are animal models of human Y-linked diseases.	
